"target_username","other_username","type"
"manoushz","bridgetmarie","following"
"Nouriel","bridgewater","follower"
"alirezajb7","brightonargus","follower"
"nouri_kasra","brindar_2015","following"
"elinavaltonen","bringkidsbackua","following"
"issues","bringme1781600","follower"
"_iamnaaz_","brins538252","follower"
"CAFCofficial","bristolcity","following"
"V_and_A","britishlibrary","follower"
"V_and_A","britishmuseum","follower"
"EddieRazaz","britneylawarmy","following"
"BitaAlahyan","britneyspears","following"
"ColoradoRapids","britt_harriman","following"
"z_al","britzalbr","follower"
"borzou","brkyrt7","follower"
"PardisSabeti","broadinstitute","follower"
"yazdanicherati","broccolishow","following"
"FARNOOSH","brokeblackgirl_","following"
"CroSports_","brokinswit31359","follower"
"naderhabibi2","broly46811955","follower"
"ColoradoRapids","broncos","following"
"SamiBeigi","broneel4","follower"
"ColoradoRapids","brookhattan","following"
"NishaBiswal","brookingsinst","following"
"SepidehMoafi","brooklyn99","follower"
"Islam","brosfordecarb","following"
"NavidNegahban","browngirlmag","following"
"kbarzeg","brownuniversity","following"
"raisi_com","brqbrq1090539","follower"
"AbtahiOmid","brucejlangley","following"
"FarzadFarzin2","brucewayne01986","follower"
"NavidNegahban","bruckheimerjb","following"
"milaniabbas","bruegel_org","following"
"Knifeworld","bryan_talbot","following"
"sirvan_khosravi","bryanadams","following"
"CAFCofficial","bryanc3uz","follower"
"IranNW","bryanmatkin","follower"
"ColoradoRapids","bryantcox07","following"
"asa","brycetetraeder","following"
"khamenei_ir","bs_khamenei","following"
"mahlaghajaberi","bs5825","follower"
"tcsavunma","bsahan34572","follower"
"SaharZand","bsgpr","follower"
"bso__azad","bsoazadmedia","following"
"ummahfilms","bstyb93yyvqtl","follower"
"Nouriel","bsurveillance","follower"
"V_and_A","bts_twt","following"
"V_and_A","btstourlondon","following"
"V_and_A","btsukunite","following"
"WORLDMUSICAWARD","btsv_nepal","follower"
"SepidehMoafi","btteporter","follower"
"IranianWoman","bttierney85","following"
"naderi_yeganeh","bualidocto19215","follower"
"arash_sobhani","bualumni","follower"
"davood_eldeniz","bubbu_app","following"
"davood_eldeniz","bubbuapp","following"
"leilaforouhar","bubu1156781","follower"
"PennHistory","bucephalus424","follower"
"SeppBlatter","bucknellu","following"
"hassaninmubarak","budejaja","following"
"FARNOOSH","budgetsaresexy","following"
"HellyLuv","buffettracker","following"
"la_Biennale","bugonia_jp","follower"
"FARNOOSH","buildingbread","follower"
"the_ironsheik","bullyray5150","following"
"jtaimoorazy","bulutuzay_","follower"
"kngwmn","bummer___city","following"
"OAradwinwin","bumzzy_co","following"
"sraissadat","bundeskultur","following"
"gc_zuerich","bundesliga_de","following"
"gc_zuerich","bundesliga_en","following"
"gc_zuerich","bundesliga_jp","following"
"GolinehAtai","bundestag","following"
"drpezeshkian","bunko1991420","follower"
"Genomicien","bunnyhazl","follower"
"JanezLenarcic","burbridgeduke","follower"
"khademh","burdicklab","follower"
"Knifeworld","burningshednews","follower"
"rezjazz","burnthousemoh","follower"
"HellyLuv","burrytracker","following"
"nourialmalikiiq","bursonglobal","following"
"SharghDaily","business","following"
"FARNOOSH","businessinsider","following"
"moltaf","butcher00111","follower"
"SohrabAhmari","butchmailhot","following"
"z_al","buttonsie","follower"
"standupdan","buzzfeed","following"
"s","buzzfeednews","following"
"ALDERBYSHOW","bvigol","follower"
"KavehAkbar","bwareauthor","following"
"babaktafreshi","bwdenev","following"
"TheAFCCL","bwfhd2782781","follower"
"iranintlbrk","bwlfl244587","follower"
"hosdehghan","bwmd95459076045","follower"
"shamaizadeh","bwn1660221","follower"
"younesdelfi","byala_a","follower"
"Hyazdani_CH","bybaksaman","follower"
"Zar_Amir","byclaytondavis","following"
"esmaeilion","bydysalm23289","follower"
"PahlavanAli","bygonemedia","following"
"Knifeworld","byhut","follower"
"asa","bymikebaker","following"
"KavehAkbar","byrachelrussell","following"
"LucasFoxNews","byronyork","following"
"ShaunToub","byshondaland","following"
"PKhakpour","byyourlogic","following"
"roozbeh_azar","c_nanbey","follower"
"TeamMelliIran","c0smox2h","follower"
"hassaninmubarak","c1op2pesxqnhcgk","follower"
"SEVDALIZA","c4rm3l1aa","follower"
"ShappiKhorsandi","ca1878bmd","follower"
"CAFCofficial","caabase","following"
"arash_sobhani","cabalunari51778","follower"
"HeshmatAlavi","cackers52","follower"
"fft_official","cafassociation","following"
"CAFCofficial","cafcfacts","follower"
"CAFCofficial","cafctrust","follower"
"CAFCofficial","cafcwomen","following"
"HosseinMahini","cafoscari","follower"
"sonitaalizadeh","cafwomen","follower"
"khademh","caggianovitt","following"
"la_Biennale","cahierscinema","following"
"iranrights_org","cairnsinstitute","following"
"ShappiKhorsandi","caitlinmoran","follower"
"talaashe","caitylotz","following"
"h0d3r","caiuscollege","following"
"NishaBiswal","calanto406","follower"
"younesdelfi","calcioiraniano","follower"
"YaraShahidi","calebsarkodee","follower"
"REZAphotography","caliberenglish","follower"
"nahuelzn","californiavtx","follower"
"mr_geraei","callanscre17910","follower"
"talaashe","callie_idk_p","follower"
"sardar_pashaei","callieapplemont","follower"
"jorjandii","callm3majid","follower"
"jadi","callmediegojr","following"
"naderi_yeganeh","callmeumarsaif","follower"
"asa","calmatters","following"
"manoushz","caloopal3638","follower"
"music","calvinharris","following"
"sonitaalizadeh","cam_stephen","following"
"naderhabibi2","cambridge_uni","following"
"naderhabibi2","cambridgeemba","following"
"naderhabibi2","cambridgejbs","following"
"babakatwork","cambridgeup","follower"
"talaashe","cambryparsons","follower"
"mszarepour","cambup_philnyuk","following"
"IndypersianLife","cameliafard","follower"
"SamiBeigi","camelianazari67","follower"
"manoushz","cameronmking","follower"
"Hossein_kanaani","cameronparz","follower"
"DinaNayeri","camillewanliss","following"
"raminkarimloo","cammackltd","follower"
"talaashe","campaignlegends","follower"
"vali_nasr","campbellclaret","following"
"CroSports_","campusabelruiz","following"
"talaashe","camrusj","following"
"s","camrynpaxt88954","follower"
"h0d3r","camsociology","following"
"Nazli_Tabatabai","camunimusic","follower"
"FIFPRO","canada_pfa","follower"
"la_Biennale","canadacouncil","following"
"khademh","canadacsps","following"
"sonitaalizadeh","canadaonu","following"
"TeamMelliIran","canadasocceren","follower"
"sonitaalizadeh","canadaun","following"
"T_Javanbakht","canadianensign","follower"
"Mehdi_Rajabian","canadianliving","follower"
"nazaninarmanian","canalred_tv","following"
"Tooji_","canaltuglu","following"
"talaashe","canaryava","follower"
"z_al","cancelnetflix","follower"
"AEK_FC_OFFICIAL","canceltrooper","follower"
"thirst","canopylab_latam","following"
"tcsavunma","cansagligivakfi","follower"
"2mohammadmosaed","caoilfhionnanna","following"
"gc_zuerich","capellisport","following"
"nahuelzn","capetowncityfc","following"
"BitaAlahyan","capitalgroup","following"
"V_and_A","capitalofficial","following"
"KurdistanWatch","capitals","follower"
"snohaalegra","capitalxtra","following"
"25BandMusic","capitan7005","follower"
"kngwmn","cappiorecords","following"
"music","captainwinky3","follower"
"Islam","captsalmaan","follower"
"UFLphilippines","carabaostagalia","follower"
"SAghdashloo","carageeeee","following"
"ShaunToub","caramelmeta","follower"
"thirst","caranorth11","following"
"SayedModarresi","cardiffuni","following"
"CathyManso","caribintelligen","follower"
"manoushz","carinbondar","following"
"ChahlaCHAFIQ","carineazzopardi","follower"
"morimahmoudi","carlelliott","following"
"WeArePFL","carliedemurga","following"
"borhanimohsen1","carlkrissy50226","follower"
"s","carlosj69475640","follower"
"gc_zuerich","carloso214xxx","follower"
"DanieleRaineri","carlostagnaro","following"
"issues","carlyacord","follower"
"SohrabAhmari","carlyldunleavy","follower"
"ShazamAzam","carmelathetwit","following"
"IranNW","carmiomer","following"
"borzou","carnegieendow","following"
"PKhakpour","carnegiehillian","follower"
"NishaBiswal","carnegieindia","follower"
"_Mahdiyar313","carolinabrah77","following"
"ChahlaCHAFIQ","carolinefourest","follower"
"SabrinaGhayour","carolynnicoll","following"
"AshKoosha","carperai","following"
"kbarzeg","carpobonn","following"
"z_al","carriecoon","following"
"paymanmaadi","carrieunderwood","following"
"DanieleRaineri","cartadiroma","following"
"FIFPRO","carvill88","following"
"ShappiKhorsandi","casarottoramsay","following"
"TheAFCCL","cashcash0702","follower"
"PennHistory","casscsresearch","follower"
"SportingKC","cassian_andor_1","follower"
"LommelSKOff","castolocr","follower"
"CAFCofficial","castrust","follower"
"MahdyarAghajani","catalogworks","following"
"gmziarani","catalysis_imcn","follower"
"gmziarani","catalysisevent","following"
"manoushz","catapultstory","following"
"younesdelfi","catbrownm","follower"
"AmirTaheri4","catcatarxt","following"
"sepideqoliyan","catformin","following"
"vali_nasr","catherines82064","following"
"SohrabAhmari","catholicuniv","follower"
"SabrinaGhayour","catlilycooks","following"
"jtaimoorazy","catturd2","following"
"h0d3r","cbcday6","follower"
"esmaeilion","cbcnews","following"
"raminkarimloo","cbcolympics","following"
"KavehAkbar","cbgbooks","following"
"FARNOOSH","cboxsley","follower"
"statedept","cbp","follower"
"manizhe","cbs","following"
"mhhansari","cbsmornings","following"
"SharghDaily","cbsnews","following"
"SportingKC","cbssports","following"
"SportingKC","cbssportsgolazo","follower"
"morimahmoudi","ccc_nyu","following"
"mszarepour","ccemturkoz","follower"
"sorayanelson","ccitiesorg","following"
"V_and_A","ccnrtn","follower"
"SohrabAhmari","ccpecknold","following"
"AzadehEnsha","ccspatz","follower"
"PennHistory","cdchambs","follower"
"PardisSabeti","cdf1530","following"
"raminkarimloo","cdgnews","following"
"WeArePFL","cdinterva","following"
"SEVDALIZA","cdixon","following"
"SportingKC","cdotharrison","follower"
"GolinehAtai","cducsubt","follower"
"azarnafisi","cea_officiel","following"
"paymanmaadi","ceaisea","follower"
"Jason_Jorjani","cebkcebkcebk","following"
"PardisSabeti","ceclindgren","following"
"kbarzeg","cedrichuez35316","follower"
"vali_nasr","cedrur06634","follower"
"sorayanelson","cegoldbaum","following"
"jilabani","ceirramera75909","follower"
"HosseinRajabian","ceisn_paris3","follower"
"parsapirouzfar","celebnews405","follower"
"SEVDALIZA","celestialbe1ng","following"
"mahlaghajaberi","celizalde76","follower"
"MasoudiYounes","celtic1967_com","follower"
"z_al","cenksidar","following"
"pepepito1983","cenkuygur","following"
"manoushz","cenmag","following"
"ebtekarm","censoredhumans","following"
"statedept","centcom","follower"
"Rezasadeghireal","centerstageatl","following"
"TahaYasseri","centre4engedu","following"
"SafaiDarya","cepa","following"
"kbarzeg","ceri_sciencespo","following"
"babakatwork","ces","follower"
"AbtahiOmid","cesdtalent","follower"
"naderhabibi2","cesifogroup","following"
"TahaYasseri","cesifoti","following"
"Pey_keshavarzi","cetmawales","follower"
"kbarzeg","ceu","following"
"cagricehreganli","cezeri_02","following"
"FMiraftab","cf_thestudent","follower"
"ArashMarkazi","cfbonfox","following"
"WeArePFL","cfcdjmc","follower"
"Ahmadinejad1956","cfkargentina","following"
"morimahmoudi","cfkzcoqygv98945","follower"
"azarnafisi","cfr_org","following"
"naderhabibi2","cfruman","following"
"RJahanbegloo","cfwij","follower"
"sonitaalizadeh","cgtn","follower"
"khademh","cgtraverso","following"
"_Mahdiyar313","ch_u718202","follower"
"Islam","chabanaassad13","follower"
"AbtahiOmid","chad_3391","follower"
"sraissadat","chakaame","follower"
"azarnafisi","chakib1","follower"
"statedept","chakradhar20036","follower"
"yasminemotarjem","challenges","following"
"soleimanpour","champalimaud","follower"
"gc_zuerich","chanceyjohn","follower"
"SafaiDarya","changiz5787","follower"
"FreemaOfficial","channel4","following"
"kngwmn","channelmarie","follower"
"RJahanbegloo","chaoticjewish","following"
"PKhakpour","chapotraphouse","following"
"fereshtehmol","characterhub","following"
"ZanZibaShirazi","charcoal456","follower"
"PKhakpour","charcopress","follower"
"snohaalegra","chardaywilson","following"
"CathyManso","chardiaonq","following"
"BehrouzBoochani","charles_lister","following"
"taraaghdashloo","charlesgholam","follower"
"BLOGS","charlgrelakehea","follower"
"latoyajackson","charliewcarter","follower"
"ICHRI","charliewrec","follower"
"CAFCofficial","charltonlife","follower"
"CAFCofficial","charltonlive","follower"
"CAFCofficial","charltontv_","following"
"yasminemotarjem","charluxkannabix","follower"
"pepepito1983","charscale","follower"
"SohrabAhmari","chaskeating3","follower"
"MehdiKhalaji","chaswiggins","follower"
"tatalioo","chat_chatc82787","follower"
"CAFCofficial","chathmuseum","following"
"kngwmn","chatpileband","follower"
"NishaBiswal","chatukhor","follower"
"MaryamZakaria","chauhan_ku46776","follower"
"Ahmadinejad1956","chavezcandanga","following"
"HajipourShervin","chavoshi1","following"
"Tavaana","chawshin_83","follower"
"nouri_kasra","che_iran","follower"
"_Mahdiyar313","cheappickl10504","follower"
"SabrinaGhayour","chefcalum","following"
"nahuelzn","chefjo70","follower"
"standupdan","chefjoseandres","following"
"SabrinaGhayour","cheftomkerridge","following"
"FARNOOSH","chelsea_fagan","follower"
"SepidehMoafi","chelseafc","follower"
"paymanmaadi","chelseahartisme","follower"
"gmziarani","chemeurope","following"
"gmziarani","cheminclusion","follower"
"gmziarani","chemistry_educa","follower"
"gmziarani","chemsaranr","follower"
"gmziarani","chemsystemschem","following"
"SAzmoun","chengzhangtong","follower"
"EddieRazaz","cher","following"
"JanezLenarcic","chetcutipauline","following"
"azarnafisi","cheusecenter","following"
"mhhansari","cheveningfcdo","follower"
"Islam","chhassan153931","follower"
"MahdyarAghajani","chibz42","follower"
"YaraShahidi","chicago info angel & family historian ~rain dance productions~","follower"
"ColoradoRapids","chicagofire","following"
"refugees","child_support_1","follower"
"meftah","child1917","follower"
"Jason_Jorjani","childrenofanu","follower"
"25BandMusic","chillavo","follower"
"followupiran","chima416","follower"
"PouriaPoursorkh","chimmy_tata_7","follower"
"ShazamAzam","chinez1234567","follower"
"asa","chiquitavibe","follower"
"21Sahel","chizurua1","follower"
"SeppBlatter","chklaue","follower"
"alikarimi_ak8","chloedettem","follower"
"Genomicien","chngin_the_wrld","following"
"ShazamAzam","choicesultimate","follower"
"jorjandii","choopanii17690","follower"
"talaashe","chopyn09","follower"
"abb_abdi","chorazmedia","following"
"HeshmatAlavi","chottazimidar","follower"
"hassaninmubarak","chriatino9360","follower"
"z_al","chris_charrier1","following"
"ebihamedi","chris_hitchenz","follower"
"EddieRazaz","chrisbstrom","following"
"NishaBiswal","chriscoons","following"
"ShappiKhorsandi","chrishammer","follower"
"babakatwork","chrisho31188","follower"
"thirst","chrisnorrie","following"
"A_Jafarzadeh","chrisstigall","following"
"FARNOOSH","christine_benz","follower"
"khademh","christineallenw","follower"
"SohrabAhmari","christineb90640","follower"
"CathyManso","christinnyc","following"
"sussantweets","chritchen","follower"
"AEK_FC_OFFICIAL","chrmp85","follower"
"AzadehEnsha","chroniclebooks","following"
"manoushz","chronotope","following"
"Vahid","chtner96805","follower"
"statedept","chubicrypto1","follower"
"tatalioo","chuko_ali","follower"
"nazaninarmanian","chupivanlupi","follower"
"UFLphilippines","chuuucheeee","follower"
"AbtahiOmid","chyakw7009","follower"
"statedept","cia","following"
"V_and_A","ciablog","following"
"NavidNegahban","cidanogueira82","follower"
"sraissadat","cigdemguel","following"
"fcesteghlaliran","cinafar","follower"
"NavidNegahban","cindy__bah","follower"
"AbtahiOmid","cinelinx","follower"
"ardeshirpashang","cinema_t_farsi","follower"
"MajidTavakolii","cinemaali","follower"
"RJahanbegloo","cinnasina","follower"
"talaashe","cinncmngirl","follower"
"livingintehran","cipolicy","follower"
"mhhansari","circuitqed","following"
"mousavi1388","cirxal5694","follower"
"FIFPRO","ciscoterreros","following"
"TahaYasseri","cislmu","follower"
"HamidDabashi","ciss_islamabad","follower"
